Name,Price,Kms_driven,Fuel_type,Year,Company
Hyundai i20 Asta 1.2 - 2013,"3,95,000","32,000 kms ",Petrol,2013,Hyundai
Toyota Fortuner 3.0 4x4 AT - 2015,"17,50,000","1,55,000 kms ",Diesel,2015,Toyota
Maruti Suzuki Swift Dzire VXi 1.2 BS IV - 2017,"6,00,000","50,000 kms ",Petrol,2017,Maruti
Mahindra Verito Executive D4 - 2015,"3,30,000","1,20,000 kms ",Diesel,2015,Mahindra
Hyundai Creta 1.6 SX CRDI - 2017,"8,75,999","1,23,920 kms ",Diesel,2017,Hyundai
Hyundai EON - 2016,"3,09,399","17,900 kms ",Petrol,2016,Hyundai
Maruti Suzuki Baleno DELTA 1.2 K12 - 2017,"6,58,999","31,041 kms ",Petrol,2017,Maruti
Maruti Suzuki Wagon R 1.0 VXi AMT - 2018,"5,14,099","61,875 kms ",Petrol,2018,Maruti
Hyundai Elite i20 Asta 1.2 - 2016,"6,72,899","29,210 kms ",Petrol,2016,Hyundai
Mahindra TUV300 - 2016,"6,20,099","35,826 kms ",Diesel,2016,Mahindra
Ford Freestyle - 2019,"7,33,999","29,364 kms ",Petrol,2019,Ford
Renault Triber - 2021,"6,64,699","16,304 kms ",Petrol,2021,Renault
Maruti Suzuki Swift Dzire VXi 1.2 BS IV - 2015,"4,54,299","95,731 kms ",Petrol,2015,Maruti
Maruti Suzuki Swift Lxi - 2010,"3,57,499","31,011 kms ",Petrol,2010,Maruti
Maruti Suzuki Swift Dzire VXi 1.2 BS IV - 2014,"4,47,599","30,601 kms ",Petrol,2014,Maruti
Maruti Suzuki S Presso Vxi O  - 2019,"4,22,299","14,568 kms ",Petrol,2019,Maruti
Toyota Etios V - 2012,"4,49,699","89,559 kms ",Petrol,2012,Toyota
Hyundai Grand i10 Sportz 1.2 Kappa VTVT - 2014,"4,93,499","48,834 kms ",Petrol,2014,Hyundai
Hyundai Elite i20 Asta 1.4 CRDI - 2014,"6,05,699","74,190 kms ",Diesel,2014,Hyundai
Ford EcoSport Titanium 1.5 Ti VCT AT - 2016,"7,55,099","43,077 kms ",Petrol,2016,Ford
Maruti Suzuki Swift VXi 1.2 ABS BS IV - 2015,"4,90,000","58,000 kms ",Petrol,2015,Maruti
Honda City 1.5 S MT - 2011,"4,50,000","99,000 kms ",Petrol,2011,Honda
Tata Indigo CS LX TDI - 2009,"1,60,000","88,500 kms ",Diesel,2009,Tata
Chevrolet Beat LT Diesel - 2012,"2,15,000","85,000 kms ",Diesel,2012,Chevrolet
Honda City ZX CVT - 2019,"11,50,000","29,000 kms ",Petrol,2019,Honda
Maruti Suzuki Wagon R 1.0 VXi AMT - 2015,"3,49,000","65,000 kms ",Petrol,2015,Maruti
MG Motors Hector Sharp 1.5 DCT Petrol - 2020,"14,01,000","16,000 kms ",Petrol,2020,MG
MG Motors Hector Sharp 1.5 DCT Petrol - 2020,"14,01,000","16,000 kms ",Petrol,2020,MG
Maruti Suzuki Eeco - 2018,"4,32,699","17,981 kms ",Petrol,2018,Maruti
Maruti Suzuki Eeco - 2018,"4,18,599","20,780 kms ",Petrol,2018,Maruti
Maruti Suzuki Alto 800 Lxi - 2014,"2,75,799","56,719 kms ",Petrol,2014,Maruti
Maruti Suzuki Wagon R 1.0 Vxi - 2015,"4,56,199","31,108 kms ",Petrol,2015,Maruti
Honda City - 2016,"7,28,499","33,611 kms ",Petrol,2016,Honda
Maruti Suzuki Alto K10 - 2019,"4,31,599","43,700 kms ",Petrol,2019,Maruti
Maruti Suzuki Ignis - 2017,"5,33,099","49,920 kms ",Petrol,2017,Maruti
Maruti Suzuki Swift Dzire VXi 1.2 BS IV - 2014,"4,51,399","57,338 kms ",Petrol,2014,Maruti
Hyundai Venue S MT 1.2 KAPPA - 2020,"8,40,699","23,096 kms ",Petrol,2020,Hyundai
Maruti Suzuki Swift Vxi - 2016,"4,86,499","48,732 kms ",Petrol,2016,Maruti
Honda City - 2012,"4,50,199","67,924 kms ",Petrol,2012,Honda
Maruti Suzuki Wagon R 1.0 Vxi - 2014,"4,18,999","30,418 kms ",Petrol,2014,Maruti
Honda City - 2014,"6,21,299","50,593 kms ",Petrol,2014,Honda
Hyundai i20 Active 1.2 S - 2016,"5,08,399","1,36,381 kms ",Petrol,2016,Hyundai
Maruti Suzuki Celerio VXi AMT - 2015,"3,90,999","46,943 kms ",Petrol,2015,Maruti
Maruti Suzuki Swift ZXI - 2017,"6,75,099","36,277 kms ",Petrol,2017,Maruti
BMW X5 xDrive30d Pure Experience 7 Seater - 2014,"36,00,000","1,10,000 kms ",Diesel,2014,BMW
Kia Seltos HTX Plus 1.5 Diesel - 2021,"15,01,000","5,600 kms ",Diesel,2021,Kia
Maruti Suzuki Swift ZDI  - 2019,"8,25,000","44,000 kms ",Diesel,2019,Maruti
Maruti Suzuki Ertiga ZXI Plus - 2019,"11,00,000","40,000 kms ",Petrol,2019,Maruti
Kia Seltos HTX Plus 1.5 Diesel - 2021,"15,01,000","5,600 kms ",Diesel,2021,Kia
Maruti Suzuki Wagon R 1.0 LXi - 2007,"1,30,000","45,000 kms ",Petrol,2007,Maruti
Toyota Etios GD - 2012,"3,25,000","1,50,000 kms ",Diesel,2012,Toyota
Tata Indigo CS LX TDI BS III - 2016,"2,10,000","90,000 kms ",Diesel,2016,Tata
Hyundai Xcent - 2015,"4,64,199","70,359 kms ",Diesel,2015,Hyundai
Hyundai EON Era Plus - 2017,"3,43,999","42,205 kms ",Petrol,2017,Hyundai
Nissan Micra - 2015,"4,41,499","60,539 kms ",Petrol,2015,Nissan
Maruti Suzuki Dzire Vxi - 2019,"6,84,999","16,533 kms ",Petrol,2019,Maruti
Volkswagen Polo - 2017,"8,15,399","26,596 kms ",Petrol,2017,Volkswagen
Hyundai Grand i10 - 2016,"4,68,999","30,912 kms ",Petrol,2016,Hyundai
Hyundai Venue - 2019,"11,94,799","17,951 kms ",Diesel,2019,Hyundai
Volkswagen Polo - 2015,"5,99,899","36,928 kms ",Petrol,2015,Volkswagen
Maruti Suzuki Dzire VXI - 2018,"7,10,199","22,854 kms ",Petrol,2018,Maruti
Hyundai i20 - 2014,"4,74,399","89,156 kms ",Petrol,2014,Hyundai
Maruti Suzuki Baleno - 2019,"7,01,399","41,999 kms ",Petrol,2019,Maruti
Honda City - 2017,"8,34,599","66,145 kms ",Petrol,2017,Honda
Maruti Suzuki Alto 800 Lxi - 2017,"3,33,699","29,157 kms ",Petrol,2017,Maruti
Hyundai EON Era Plus - 2017,"3,49,799","33,882 kms ",Petrol,2017,Hyundai
Hyundai EON Era Plus - 2013,"2,86,199","29,379 kms ",Petrol,2013,Hyundai
Maruti Suzuki Alto Vxi - 2019,"3,86,699","17,352 kms ",Petrol,2019,Maruti
Toyota Fortuner 3.0 4x4 MT - 2011,"10,50,000","1,95,000 kms ",Diesel,2011,Toyota
Maruti Suzuki Swift VXi 1.2 ABS BS IV - 2020,"6,95,000","16,189 kms ",Petrol,2020,Maruti
Maruti Suzuki Swift Dzire VDi ABS - 2018,"6,95,000","41,341 kms ",Diesel,2018,Maruti
Tata Tiago Revotorq XZ - 2019,"5,50,000","62,000 kms ",Diesel,2019,Tata
Maruti Suzuki Celerio ZXi Opt - 2019,Ask For Price,"32,000 kms ",Petrol,2019,Maruti
Hyundai Creta 1.6 EX CRDI - 2021,"13,00,000","19,000 kms ",Diesel,2021,Hyundai
Maruti Suzuki Ritz GENUS VXI - 2011,"2,25,000","56,000 kms ",Petrol,2011,Maruti
Maruti Suzuki Wagon R VXI BS IV - 2010,"2,50,000","91,000 kms ",Petrol,2010,Maruti
Renault Triber - 2019,"6,59,199","13,486 kms ",Petrol,2019,Renault
Hyundai Grand i10 - 2018,"5,72,599","33,562 kms ",Petrol,2018,Hyundai
Hyundai Verna - 2018,"11,71,199","13,691 kms ",Petrol,2018,Hyundai
Hyundai Grand i10 Sportz 1.2 Kappa VTVT - 2017,"5,57,199","31,980 kms ",Petrol,2017,Hyundai
Hyundai Grand i10 - 2016,"5,31,399","69,526 kms ",Petrol,2016,Hyundai
Maruti Suzuki Alto K10 VXi AMT - 2016,"4,26,199","21,492 kms ",Petrol,2016,Maruti
Maruti Suzuki Celerio VXi AMT - 2016,"4,32,999","47,425 kms ",Petrol,2016,Maruti
Hyundai Grand i10 Magna 1.2 Kappa VTVT - 2016,"4,58,399","40,988 kms ",Petrol,2016,Hyundai
Jeep Compass - 2018,"14,65,199","51,983 kms ",Diesel,2018,Jeep
Maruti Suzuki Vitara Brezza VDi - 2018,"7,83,099","69,376 kms ",Diesel,2018,Maruti
Maruti Suzuki Swift Vxi - 2017,"5,62,399","33,094 kms ",Petrol,2017,Maruti
Tata Tiago - 2017,"5,29,199","26,237 kms ",Petrol,2017,Tata
Honda Brio - 2015,"4,47,199","42,415 kms ",Petrol,2015,Honda
Hyundai Creta - 2016,"9,44,099","1,12,308 kms ",Diesel,2016,Hyundai
Maruti Suzuki Celerio ZXI - 2017,"4,52,099","61,427 kms ",Petrol,2017,Maruti
MG Motors Hector Sharp 2.0 Diesel - 2019,"19,17,599","10,205 kms ",Diesel,2019,MG
Maruti Suzuki Alto LXi BS III - 2011,"1,79,000","67,000 kms ",Petrol,2011,Maruti
Toyota Innova 2.5 V 7 STR - 2010,"7,75,000","1,60,000 kms ",Diesel,2010,Toyota
Maruti Suzuki Ertiga - 2013,"4,25,000","53,000 kms ",Diesel,2013,Maruti
Maruti Suzuki Swift 2017 - 2017,"5,50,000","59,888 kms ",Petrol,2017,Maruti
Maruti Suzuki Ciaz ALPHA 1.5 AT VTVT SHVS - 2018,"7,95,000","58,492 kms ",Petrol,2018,Maruti
Honda City 1.5 V MT - 2011,"3,50,888","45,000 kms ",Petrol,2011,Honda
Maruti Suzuki Swift VDi - 2012,"2,75,000","48,000 kms ",Diesel,2012,Maruti
Tata Nexon XZ Plus - 2018,"8,90,000","34,000 kms ",Petrol,2018,Tata
Maruti Suzuki Swift VDi ABS - 2017,"5,80,599","75,691 kms ",Diesel,2017,Maruti
Maruti Suzuki Alto 800 Lxi - 2013,"2,23,299","84,301 kms ",Petrol,2013,Maruti
Tata Tiago - 2019,"6,00,399","38,346 kms ",Petrol,2019,Tata
Maruti Suzuki Alto K10 VXi Opt - 2017,"3,67,399","41,530 kms ",Petrol,2017,Maruti
Ford Ecosport - 2017,"7,04,099","23,049 kms ",Petrol,2017,Ford
Maruti Suzuki Wagon R 1.0 Vxi - 2016,"3,77,899","74,510 kms ",Petrol,2016,Maruti
Maruti Suzuki Wagon R 1.0 VXi - 2016,"4,58,699","20,141 kms ",Petrol,2016,Maruti
Ford Ecosport - 2015,"5,66,199","85,860 kms ",Petrol,2015,Ford
Maruti Suzuki Swift Dzire ZDI AMT - 2017,"5,94,599","63,133 kms ",Diesel,2017,Maruti
Maruti Suzuki Dzire Vxi - 2018,"6,78,699","71,894 kms ",Petrol,2018,Maruti
Renault Duster - 2017,"8,83,099","95,627 kms ",Diesel,2017,Renault
Ford Ecosport - 2014,"5,78,099","75,324 kms ",Diesel,2014,Ford
Maruti Suzuki Alto K10 Vxi - 2015,"3,05,899","64,611 kms ",Petrol,2015,Maruti
Maruti Suzuki Celerio ZXi AMT - 2016,"4,57,399","77,128 kms ",Petrol,2016,Maruti
Maruti Suzuki Alto 800 Lxi - 2016,"3,16,799","36,306 kms ",Petrol,2016,Maruti
Hyundai i20 Asta 1.2 - 2011,"3,99,999","83,803 kms ",Petrol,2011,Hyundai
Mahindra XUV 500 W8 - 2018,"11,00,000","44,000 kms ",Diesel,2018,Mahindra
Mahindra KUV100 K4 Plus D 5 STR - 2018,"3,25,000","1,08,000 kms ",Diesel,2018,Mahindra
Hyundai i20 Era Diesel - 2018,"5,50,000","55,000 kms ",Diesel,2018,Hyundai
Honda City 1.5 V MT - 2020,"9,90,888",700 kms ,Petrol,2020,Honda
Mahindra Jeep CL 500 MDI - 2020,"4,80,000",25 kms ,Diesel,2020,Mahindra
Maruti Suzuki Gypsy King Hard Top - 2018,"5,00,000",258 kms ,Petrol,2018,Maruti
Maruti Suzuki Swift VDi - 2011,"3,90,000","81,152 kms ",Diesel,2011,Maruti
Toyota Fortuner 3.0 AT 4X2 - 2015,"17,50,000","1,55,000 kms ",Diesel,2015,Toyota
Hyundai i20 Asta 1.2 - 2011,"3,99,999","83,803 kms ",Petrol,2011,Hyundai
Hyundai Creta 1.6 SX Plus Petrol - 2017,"8,41,499","75,398 kms ",Petrol,2017,Hyundai
Honda City ZX CVT - 2017,"10,16,899","42,317 kms ",Petrol,2017,Honda
Maruti Suzuki Swift ZDI AMT - 2018,"7,48,599","60,214 kms ",Diesel,2018,Maruti
Maruti Suzuki Swift VDi - 2017,"6,22,099","58,861 kms ",Diesel,2017,Maruti
Volkswagen Polo - 2016,"5,30,699","27,995 kms ",Petrol,2016,Volkswagen
Maruti Suzuki Celerio VXi AMT - 2017,"4,71,899","61,018 kms ",Petrol,2017,Maruti
Maruti Suzuki Swift Vxi - 2015,"5,05,399","67,109 kms ",Petrol,2015,Maruti
Maruti Suzuki Wagon R 1.0 VXi Opt - 2017,"4,60,299","81,811 kms ",Petrol,2017,Maruti
Hyundai Verna 1.6 SX VTVT - 2017,"6,83,999","27,357 kms ",Petrol,2017,Hyundai
Volkswagen Polo HIGHLINE1.2L PETROL - 2018,"6,39,699","53,293 kms ",Petrol,2018,Volkswagen
Maruti Suzuki Celerio - 2017,"5,10,499","45,260 kms ",Petrol,2017,Maruti
Hyundai Venue - 2019,"11,85,499","3,139 kms ",Petrol,2019,Hyundai
Maruti Suzuki Celerio VXi AMT - 2017,"4,71,899","44,690 kms ",Petrol,2017,Maruti
Hyundai Santro ASTA 1.1 MT - 2019,"5,79,899","13,858 kms ",Petrol,2019,Hyundai
Maruti Suzuki Alto 800 Lxi - 2017,"3,33,699","25,256 kms ",Petrol,2017,Maruti
Hyundai i20 Magna 1.4 CRDI - 2012,"3,85,000","94,000 kms ",Diesel,2012,Hyundai
Honda Amaze 1.2 S i VTEC - 2016,"3,75,888","47,000 kms ",Petrol,2016,Honda
Hyundai Santa Fe 4 WD AT - 2012,"7,75,000","1,26,000 kms ",Diesel,2012,Hyundai
Mahindra XUV 500 W8 - 2015,"7,78,888","46,000 kms ",Diesel,2015,Mahindra
Audi Q5 2.0 TDI quattro Premium Plus - 2014,"18,50,000","75,000 kms ",Diesel,2014,Audi
Mercedes Benz GLE Coupe 450 AMG - 2019,"75,00,000","35,000 kms ",Petrol,2019,Mercedes
Volvo XC60 D3 Kinetic - 2012,"17,50,000","86,000 kms ",Diesel,2012,Volvo
Volkswagen Polo COMFORTLINE 1.2L PETROL - 2017,"5,82,899","15,227 kms ",Petrol,2017,Volkswagen
Volkswagen Polo - 2014,"4,14,099","87,375 kms ",Diesel,2014,Volkswagen
Maruti Suzuki Eeco - 2020,"5,16,599","7,679 kms ",Petrol,2020,Maruti
Maruti Suzuki Alto K10 VXi - 2016,"3,66,299","48,378 kms ",Petrol,2016,Maruti
Maruti Suzuki Wagon R 1.0 Vxi - 2014,"3,75,899","54,645 kms ",Petrol,2014,Maruti
Maruti Suzuki Eeco - 2019,"4,93,899","7,211 kms ",Petrol,2019,Maruti
Datsun Redi GO - 2017,"3,11,399","37,217 kms ",Petrol,2017,Datsun
Maruti Suzuki Eeco 5 STR WITH AC PLUSHTR - 2019,"4,93,899","32,372 kms ",Petrol,2019,Maruti
Maruti Suzuki Wagon R 1.0 Vxi - 2018,"5,01,999","37,947 kms ",Petrol,2018,Maruti
Hyundai Grand i10 Sportz 1.2 Kappa VTVT - 2014,"4,09,399","51,886 kms ",Petrol,2014,Hyundai
Toyota Innova Crysta 2.4 VX 8 STR - 2018,"17,37,899","43,187 kms ",Diesel,2018,Toyota
Hyundai i20 Active 1.4 SX - 2015,"5,83,999","33,616 kms ",Diesel,2015,Hyundai
Volkswagen Vento - 2015,"6,54,299","91,087 kms ",Diesel,2015,Volkswagen
Ford Ecosport - 2018,"9,86,699","26,372 kms ",Petrol,2018,Ford
Maruti Suzuki Celerio VXi - 2014,"4,14,199","58,762 kms ",Petrol,2014,Maruti
Hyundai Elite i20 Asta 1.4 CRDI - 2016,"5,88,099","1,01,920 kms ",Diesel,2016,Hyundai
Maruti Suzuki Swift VXi 1.2 BS IV - 2014,"4,90,000","44,000 kms ",Petrol,2014,Maruti
Mahindra Scorpio 2.6 SLX - 2007,"2,25,000","85,000 kms ",Diesel,2007,Mahindra
Maruti Suzuki Vitara Brezza VDI OPT - 2017,"7,75,000","64,000 kms ",Diesel,2017,Maruti
Kia Sonet - 2021,"10,50,000","13,000 kms ",Diesel,2021,Kia
Honda Amaze 1.5 SMT I DTEC - 2015,"4,25,000","76,000 kms ",Diesel,2015,Honda
Maruti Suzuki Alto K10 VXi AMT - 2015,"2,75,000","45,000 kms ",Petrol,2015,Maruti
Tata Nexon XZ Plus Diesel Dual Tone - 2019,"8,75,000","63,088 kms ",Diesel,2019,Tata
Maruti Suzuki Alto 800 Lxi - 2013,"2,50,000","54,123 kms ",Petrol,2013,Maruti
Hyundai i20 Active 1.2 S - 2015,"5,67,399","35,140 kms ",Petrol,2015,Hyundai
Maruti Suzuki Ciaz - 2018,"8,05,099","50,842 kms ",Diesel,2018,Maruti
Honda Amaze - 2015,"4,92,199","43,412 kms ",Petrol,2015,Honda
Honda Jazz - 2016,"4,95,799","46,201 kms ",Petrol,2016,Honda
Maruti Suzuki S Cross - 2017,"11,13,599","63,626 kms ",Diesel,2017,Maruti
Maruti Suzuki Alto 800 Lxi - 2016,"2,99,999","18,251 kms ",Petrol,2016,Maruti
Maruti Suzuki Baleno - 2016,"5,92,099","41,019 kms ",Petrol,2016,Maruti
Renault Kwid RXT - 2015,"3,22,299","46,463 kms ",Petrol,2015,Renault
Renault Kwid - 2017,"4,81,999","20,110 kms ",Petrol,2017,Renault
Hyundai Grand i10 Sportz 1.2 Kappa VTVT - 2016,"5,34,599","17,364 kms ",Petrol,2016,Hyundai
MG Motors Hector - 2020,"16,81,899","6,760 kms ",Petrol,2020,MG
Maruti Suzuki Celerio Vxi - 2016,"4,29,599","35,109 kms ",Petrol,2016,Maruti
Honda Amaze - 2018,"7,23,799","44,266 kms ",Petrol,2018,Honda
Volkswagen Polo - 2017,"5,63,299","39,156 kms ",Petrol,2017,Volkswagen
Maruti Suzuki Alto K10 Vxi - 2011,"2,14,199","57,993 kms ",Petrol,2011,Maruti
Maruti Suzuki Alto K10 VXi - 2015,"3,19,399","51,573 kms ",Petrol,2015,Maruti
Fiat Punto Emotion 1.2 - 2011,"1,80,000","88,000 kms ",Petrol,2011,Fiat
Hyundai i20 Sportz 1.2 - 2014,"4,15,000","67,000 kms ",Petrol,2014,Hyundai
Maruti Suzuki Swift VDi - 2011,"3,50,000","73,000 kms ",Diesel,2011,Maruti
Hyundai Elite i20 Magna 1.4 AT - 2015,"4,30,000","39,000 kms ",Petrol,2015,Hyundai
Mahindra XUV 500 W6 - 2012,"4,50,000","87,500 kms ",Diesel,2012,Mahindra
Honda Accord 2.4 MT - 2006,"3,25,000","86,000 kms ",Petrol,2006,Honda
Hyundai Grand i10 1.2 ASTA O AT - 2017,"5,65,000","19,900 kms ",Petrol,2017,Hyundai
Nissan Terrano XV D THP Premium 110 PS - 2013,"8,80,000","22,000 kms ",Diesel,2013,Nissan
Maruti Suzuki Vitara Brezza ZDi - 2016,"8,10,399","78,329 kms ",Diesel,2016,Maruti
Maruti Suzuki Ertiga VDI SHVS - 2016,"7,88,999","61,977 kms ",Diesel,2016,Maruti
Mahindra KUV100 K6 D 6 STR - 2016,"5,08,799","58,640 kms ",Diesel,2016,Mahindra
Renault Kwid - 2018,"4,57,099","40,650 kms ",Petrol,2018,Renault
Volkswagen Polo - 2019,"6,12,899","19,121 kms ",Petrol,2019,Volkswagen
Ford Ecosport - 2016,"6,84,099","85,893 kms ",Diesel,2016,Ford
Renault Triber - 2019,"7,16,699","9,874 kms ",Petrol,2019,Renault
Hyundai Grand i10 - 2016,"5,01,599","25,202 kms ",Petrol,2016,Hyundai
Hyundai Grand i10 - 2016,"5,09,699","95,999 kms ",Petrol,2016,Hyundai
Maruti Suzuki Alto K10 Vxi - 2014,"3,37,799","49,074 kms ",Petrol,2014,Maruti
Hyundai Verna 1.6 SX VTVT - 2017,"8,52,399","52,439 kms ",Petrol,2017,Hyundai
Mahindra XUV 500 - 2020,"17,84,699","10,813 kms ",Diesel,2020,Mahindra
Hyundai Creta - 2016,"7,78,199","1,27,971 kms ",Petrol,2016,Hyundai
Maruti Suzuki Swift ZDI AMT - 2018,"7,05,099","1,14,108 kms ",Diesel,2018,Maruti
Hyundai Grand i10 - 2017,"5,57,599","52,030 kms ",Diesel,2017,Hyundai
Mahindra XUV 500 - 2018,"15,18,099","44,721 kms ",Diesel,2018,Mahindra
Mahindra Marazzo M6 7 STR - 2018,"11,90,000","50,000 kms ",Diesel,2018,Mahindra
Skoda Laura Ambition 2.0 TDI CR MT - 2011,"5,90,000","95,000 kms ",Diesel,2011,Skoda
Tata Harrier XZ Dash Edition - 2020,"19,80,000","17,000 kms ",Diesel,2020,Tata
Mahindra XUV 500 W10 1.99 - 2018,"13,50,000","52,500 kms ",Diesel,2018,Mahindra
BMW 5 Series 523i Sedan - 2010,"10,59,000","49,000 kms ",Petrol,2010,BMW
Maruti Suzuki Alto LXi - 2011,"1,85,000","55,000 kms ",Petrol,2011,Maruti
Mahindra Scorpio 2.6 SLX CRDe - 2014,"7,10,000","81,500 kms ",Diesel,2014,Mahindra
Mercedes Benz E Class E250 CDI Launch Edition - 2013,"19,48,888","10,000 kms ",Diesel,2013,Mercedes
Tata Harrier - 2020,"22,72,499","22,667 kms ",Diesel,2020,Tata
Honda City - 2014,"6,26,199","68,519 kms ",Petrol,2014,Honda
Tata Nano - 2015,"2,36,099","64,011 kms ",Petrol,2015,Tata
Maruti Suzuki Alto VXi - 2021,"4,30,499","13,598 kms ",Petrol,2021,Maruti
Maruti Suzuki Wagon R 1.0 Vxi - 2014,"4,42,799","47,037 kms ",Petrol,2014,Maruti
Hyundai Creta - 2018,"13,73,699","69,711 kms ",Petrol,2018,Hyundai
Hyundai Elite i20 Asta 1.2 - 2015,"5,89,299","49,189 kms ",Petrol,2015,Hyundai
Maruti Suzuki Alto 800 Lxi - 2016,"2,98,199","18,368 kms ",Petrol,2016,Maruti
Tata Harrier - 2020,"15,08,799","16,874 kms ",Diesel,2020,Tata
Maruti Suzuki Eeco - 2019,"4,73,699","24,484 kms ",Petrol,2019,Maruti
Maruti Suzuki Baleno - 2019,"6,56,299","20,688 kms ",Petrol,2019,Maruti
Maruti Suzuki Alto K10 Vxi - 2016,"3,45,799","24,065 kms ",Petrol,2016,Maruti
Hyundai Grand i10 Sportz 1.2 Kappa VTVT - 2018,"5,84,599","22,609 kms ",Petrol,2018,Hyundai
Skoda Rapid - 2017,"7,86,799","56,523 kms ",Diesel,2017,Skoda
Hyundai Elite i20 Sportz 1.2 - 2018,"6,24,799","48,031 kms ",Petrol,2018,Hyundai
Hyundai Grand i10 - 2016,"4,72,399","45,578 kms ",Petrol,2016,Hyundai
Hyundai Fluidic Verna 1.6 CRDi SX - 2012,"4,08,888","70,070 kms ",Diesel,2012,Hyundai
Hyundai i10 Magna - 2015,"2,88,888","28,000 kms ",Petrol,2015,Hyundai
Chevrolet Sail 1.2 LS - 2013,"1,98,888","30,030 kms ",Diesel,2013,Chevrolet
Ford Endeavor 4X4 XLT AT - 2011,"8,98,888","25,000 kms ",Diesel,2011,Ford
BMW 3 Series 320d - 2013,"11,48,888","8,000 kms ",Diesel,2013,BMW
Chevrolet Spark - 2010,"79,000","53,000 kms ",Petrol,2010,Chevrolet
Honda City - 2007,"97,000","68,000 kms ",Petrol,2007,Honda
Hyundai Santro GLS - 2007,"1,35,000","58,000 kms ",Petrol,2007,Hyundai
Hyundai Elite i20 Asta 1.2 - 2016,"6,87,199","28,648 kms ",Petrol,2016,Hyundai
Hyundai i10 Magna 1.1 iRDE2 - 2015,"3,87,099","59,819 kms ",Petrol,2015,Hyundai
Maruti Suzuki Baleno - 2018,"6,50,599","19,574 kms ",Petrol,2018,Maruti
Tata Hexa - 2019,"17,05,799","46,337 kms ",Diesel,2019,Tata
Volkswagen Polo - 2015,"5,26,899","73,563 kms ",Petrol,2015,Volkswagen
Honda Jazz - 2016,"6,12,799","51,428 kms ",Petrol,2016,Honda
Maruti Suzuki Alto 800 LXI Option - 2016,"2,69,099","95,754 kms ",Petrol,2016,Maruti
Tata Hexa - 2019,"19,52,199","34,533 kms ",Diesel,2019,Tata
Maruti Suzuki Baleno - 2016,"6,46,299","50,154 kms ",Petrol,2016,Maruti
Maruti Suzuki Celerio Vxi - 2016,"4,25,899","23,492 kms ",Petrol,2016,Maruti
Maruti Suzuki Celerio ZXi AMT - 2017,"4,96,399","37,739 kms ",Petrol,2017,Maruti
Maruti Suzuki Celerio VXi AMT - 2015,"3,93,799","46,178 kms ",Petrol,2015,Maruti
Maruti Suzuki Baleno - 2017,"6,19,599","42,893 kms ",Petrol,2017,Maruti
Maruti Suzuki Alto K10 - 2019,"4,23,599","57,875 kms ",Petrol,2019,Maruti
Hyundai Venue - 2020,"8,31,999","4,832 kms ",Petrol,2020,Hyundai
Renault Triber - 2019,"6,95,099","27,805 kms ",Petrol,2019,Renault
Hyundai Xcent S 1.1 CRDi - 2014,"3,90,000","71,000 kms ",Diesel,2014,Hyundai
Toyota Fortuner 3.0 4x4 MT - 2013,"13,50,000","1,40,000 kms ",Diesel,2013,Toyota
Toyota Innova 2.5 V 7 STR - 2014,"13,50,000","70,000 kms ",Diesel,2014,Toyota
Honda City ZX - 2008,"2,50,000","75,000 kms ",Petrol,2008,Honda
Maruti Suzuki Alto LXi BS III - 2009,"1,45,000","57,000 kms ",Petrol,2009,Maruti
Maruti Suzuki Vitara Brezza ZDi - 2018,"9,80,000","57,000 kms ",Diesel,2018,Maruti
Hyundai Creta 1.4 Base - 2018,"9,80,000","91,000 kms ",Diesel,2018,Hyundai
Hyundai i10 Sportz - 2009,"1,95,000","86,000 kms ",Petrol,2009,Hyundai
Maruti Suzuki Alto K10 Vxi - 2013,"2,61,499","68,844 kms ",Petrol,2013,Maruti
Honda Jazz - 2017,"6,49,699","37,070 kms ",Petrol,2017,Honda
Hyundai Grand i10 Magna 1.2 Kappa VTVT - 2017,"4,94,099","20,393 kms ",Petrol,2017,Hyundai
Maruti Suzuki Alto 800 Lxi - 2017,"3,13,399","22,244 kms ",Petrol,2017,Maruti
Toyota Fortuner - 2016,"21,22,099","47,024 kms ",Diesel,2016,Toyota
Hyundai Elite i20 - 2015,"5,52,799","64,707 kms ",Petrol,2015,Hyundai
Ford Ecosport - 2013,"4,90,099","52,149 kms ",Petrol,2013,Ford
Hyundai Grand i10 - 2017,"6,38,599","11,203 kms ",Petrol,2017,Hyundai
Maruti Suzuki Alto K10 Vxi - 2015,"3,74,799","18,071 kms ",Petrol,2015,Maruti
Hyundai Elite i20 Sportz 1.2 - 2016,"5,17,499","81,412 kms ",Petrol,2016,Hyundai
Maruti Suzuki Swift VXi Opt - 2016,"5,53,899","41,912 kms ",Petrol,2016,Maruti
Maruti Suzuki Swift VXi Opt - 2016,"5,79,199","32,516 kms ",Petrol,2016,Maruti
Hyundai Grand i10 Asta 1.2 Kappa VTVT - 2015,"5,31,999","41,552 kms ",Petrol,2015,Hyundai
Hyundai Grand i10 Sportz 1.2 Kappa VTVT - 2018,"4,96,199","21,790 kms ",Petrol,2018,Hyundai
Maruti Suzuki Baleno - 2019,"6,59,099","34,010 kms ",Petrol,2019,Maruti
Hyundai Elite i20 Magna 1.2 - 2016,"5,34,799","50,050 kms ",Petrol,2016,Hyundai
